Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
6698,US-2019-155103,02-12-2019,07-12-2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,East,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,54.96,1,26.9304,#N/A,COD,,
1481,US-2019-108455,02-12-2019,08-12-2019,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,19.8254,#N/A,Cards,,
6697,US-2019-155103,02-12-2019,07-12-2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,11.4504,#N/A,COD,,
1482,US-2019-108455,02-12-2019,08-12-2019,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,8.8062,#N/A,Online,,
9486,CA-2019-164770,02-12-2019,04-12-2019,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,30.816,9,9.63,#N/A,Online,,
1480,US-2019-108455,02-12-2019,08-12-2019,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,12.4416,#N/A,Cards,,
5908,US-2019-113985,02-12-2019,07-12-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704,2,9.264,#N/A,Online,,
5910,US-2019-113985,02-12-2019,07-12-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,5.6628,#N/A,Online,,
5426,CA-2019-153598,03-12-2019,06-12-2019,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,659.98,#N/A,Online,,
6160,CA-2019-161025,03-12-2019,09-12-2019,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,108.1752,#N/A,Online,,
5830,CA-2019-122063,03-12-2019,07-12-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,Central,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,581.96,2,104.7528,#N/A,Cards,,
731,US-2019-150861,03-12-2019,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,102.4998,#N/A,COD,,
729,US-2019-150861,03-12-2019,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,-153.3456,#N/A,Online,,
4198,US-2019-161683,03-12-2019,08-12-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,394.816,4,93.7688,#N/A,Online,,
7909,CA-2019-149762,03-12-2019,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,268.704,3,6.7176,#N/A,COD,,
7912,CA-2019-149762,03-12-2019,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,-12.098,#N/A,Online,,
728,US-2019-150861,03-12-2019,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72,8,84.0512,#N/A,Online,,
5427,CA-2019-153598,03-12-2019,06-12-2019,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,51.474,#N/A,Online,,
7911,CA-2019-149762,03-12-2019,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,48.72,3,7.308,#N/A,Online,,
730,US-2019-150861,03-12-2019,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,10.089,#N/A,Online,,
5831,CA-2019-122063,03-12-2019,07-12-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98,1,8.0946,#N/A,COD,,
7910,CA-2019-149762,03-12-2019,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,21.92,8,5.9184,#N/A,Online,,
4199,US-2019-161683,03-12-2019,08-12-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,4,-14.5536,#N/A,Online,,
732,US-2019-150861,03-12-2019,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3,2,3.024,#N/A,COD,,
1534,CA-2019-139885,04-12-2019,08-12-2019,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,6,0,#N/A,COD,,
1228,CA-2019-126004,04-12-2019,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,11.6316,#N/A,COD,,
1227,CA-2019-126004,04-12-2019,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,3.6588,#N/A,Online,,
1223,CA-2019-126004,04-12-2019,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,20.4822,#N/A,Online,,
5778,CA-2019-112060,04-12-2019,09-12-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,50.328,#N/A,COD,,
1224,CA-2019-126004,04-12-2019,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,34.386,#N/A,Online,,
1226,CA-2019-126004,04-12-2019,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,4,19.8744,#N/A,COD,,
5777,CA-2019-105277,04-12-2019,08-12-2019,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,5.823,#N/A,Online,,
1225,CA-2019-126004,04-12-2019,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.6048,#N/A,Online,,
150,CA-2019-114489,05-12-2019,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",951.84,8,585.552,#N/A,Online,,
5060,CA-2019-109722,05-12-2019,07-12-2019,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,195.9944,#N/A,COD,,
5061,CA-2019-109722,05-12-2019,07-12-2019,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,9,70.1784,#N/A,Online,,
3593,CA-2019-108434,05-12-2019,07-12-2019,Second Class,JG-15160,James Galang,Consumer,United States,New York City,New York,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,120.9468,#N/A,Online,,
14,CA-2019-161389,05-12-2019,10-12-2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,132.5922,#N/A,Online,,
148,CA-2019-114489,05-12-2019,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,103.8015,#N/A,Online,,
3009,CA-2019-124772,05-12-2019,06-12-2019,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,74.8098,#N/A,Online,,
151,CA-2019-114489,05-12-2019,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,80.6285,#N/A,Online,,
149,CA-2019-114489,05-12-2019,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,5.9988,#N/A,Online,,
9967,CA-2019-146374,05-12-2019,10-12-2019,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",109.69,7,51.5543,#N/A,Online,,
4185,CA-2019-143749,05-12-2019,07-12-2019,First Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Franklin,Massachusetts,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,1,20.485,#N/A,COD,,
4597,CA-2019-140564,05-12-2019,10-12-2019,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8,13.2288,#N/A,Online,,
9965,CA-2019-146374,05-12-2019,10-12-2019,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,1,6.432,#N/A,Online,,
6872,CA-2019-145009,05-12-2019,08-12-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Chicago,Illinois,Central,OFF-LA-10004853,Office Supplies,Labels,Avery 483,11.952,3,3.8844,#N/A,Online,,
9966,CA-2019-146374,05-12-2019,10-12-2019,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,4.98,1,2.3406,#N/A,Online,,
8776,CA-2019-163636,05-12-2019,09-12-2019,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,3.536,2,0.3094,#N/A,COD,,
8569,CA-2019-162390,06-12-2019,12-12-2019,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,968.744,7,314.8418,#N/A,COD,,
8571,CA-2019-162390,06-12-2019,12-12-2019,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,89.997,#N/A,COD,,
9980,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,437.472,14,153.1152,#N/A,COD,,
2935,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.976,3,26.9985,#N/A,COD,,
9974,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,271.96,5,27.196,#N/A,Online,,
9977,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,31.198,#N/A,Online,,
2938,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08,7,116.5976,#N/A,Online,,
8570,CA-2019-162390,06-12-2019,12-12-2019,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,222.352,13,77.8232,#N/A,Online,,
2939,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5,89.159,#N/A,Online,,
2934,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1,13.7193,#N/A,COD,,
2940,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,19.4376,#N/A,Online,,
2937,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.208,7,15.3426,#N/A,Online,,
2936,US-2019-169040,06-12-2019,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1,16.1505,#N/A,COD,,
1133,US-2019-114776,06-12-2019,07-12-2019,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,9.3312,#N/A,COD,,
9975,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.69,7,5.2332,#N/A,Online,,
9978,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",13.86,7,0,#N/A,Online,,
9979,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,13.376,4,4.6816,#N/A,COD,,
9976,US-2019-103674,06-12-2019,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,13.36,2,6.4128,#N/A,COD,,
3481,CA-2019-131289,08-12-2019,14-12-2019,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,6,-195.4788,#N/A,Online,,
36,CA-2019-117590,08-12-2019,10-12-2019,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,97.544,7,123.4737,#N/A,Online,,
9163,CA-2019-160108,08-12-2019,12-12-2019,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,680.01,3,176.8026,#N/A,COD,,
9162,CA-2019-160108,08-12-2019,12-12-2019,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,Central,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7,32.4688,#N/A,Online,,
5591,CA-2019-115224,08-12-2019,11-12-2019,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,81.0474,#N/A,Online,,
5747,CA-2019-113733,08-12-2019,12-12-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,31.198,#N/A,COD,,
37,CA-2019-117590,08-12-2019,10-12-2019,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,-147.963,#N/A,COD,,
1299,CA-2019-134425,08-12-2019,12-12-2019,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,2.299,#N/A,Online,,
5748,CA-2019-113733,08-12-2019,12-12-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,17.8794,#N/A,Online,,
3480,CA-2019-131289,08-12-2019,14-12-2019,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,45.36,7,21.7728,#N/A,Online,,
5590,CA-2019-115224,08-12-2019,11-12-2019,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,9.534,#N/A,Online,,
5749,CA-2019-113733,08-12-2019,12-12-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3,-2.484,#N/A,Online,,
3104,CA-2019-124562,08-12-2019,12-12-2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,-9.5018,#N/A,Online,,
8441,CA-2019-158302,08-12-2019,12-12-2019,Second Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Ohio,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.584,3,3.4398,#N/A,Online,,
3479,CA-2019-131289,08-12-2019,14-12-2019,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,2.4824,#N/A,COD,,
8555,CA-2019-102092,09-12-2019,11-12-2019,First Class,PM-18940,Paul MacIntyre,Consumer,United States,Springfield,Virginia,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",1056.86,7,158.529,#N/A,Online,,
6711,CA-2019-149503,09-12-2019,12-12-2019,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Stockton,California,West,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",273.92,8,99.296,#N/A,COD,,
1313,CA-2019-141082,09-12-2019,13-12-2019,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,56.1752,#N/A,COD,,
3258,US-2019-161844,09-12-2019,14-12-2019,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,-29.3238,#N/A,COD,,
3741,CA-2019-133340,09-12-2019,13-12-2019,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",61.929,1,23.3954,#N/A,Online,,
23,CA-2019-137330,09-12-2019,13-12-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,15.6884,#N/A,Online,,
3740,CA-2019-133340,09-12-2019,13-12-2019,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,2,25.1916,#N/A,COD,,
4752,CA-2019-159989,09-12-2019,13-12-2019,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,-9.153,#N/A,Online,,
4980,US-2019-131114,09-12-2019,13-12-2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,3,1.5426,#N/A,Cards,,
22,CA-2019-137330,09-12-2019,13-12-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,5.0596,#N/A,Online,,
4982,US-2019-131114,09-12-2019,13-12-2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,-1.428,#N/A,Online,,
3739,CA-2019-133340,09-12-2019,13-12-2019,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,1,3.052,#N/A,Cards,,
2033,CA-2019-128923,09-12-2019,13-12-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,3.2872,#N/A,COD,,
2034,CA-2019-128923,09-12-2019,13-12-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.8162,#N/A,Cards,,
4981,US-2019-131114,09-12-2019,13-12-2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,4.356,2,-11.7612,#N/A,Cards,,
1312,CA-2019-141082,09-12-2019,13-12-2019,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,1.7343,#N/A,COD,,
3259,US-2019-161844,09-12-2019,14-12-2019,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,-2.0622,#N/A,Cards,,
3940,US-2019-143448,10-12-2019,10-12-2019,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,5,356.225,#N/A,COD,,
7618,CA-2019-144309,10-12-2019,16-12-2019,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,679.96,5,220.987,#N/A,Cards,,
254,CA-2019-146941,10-12-2019,13-12-2019,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,162.864,#N/A,COD,,
250,CA-2019-154739,10-12-2019,15-12-2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,28.1372,#N/A,Online,,
2192,CA-2019-128412,10-12-2019,17-12-2019,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,51.8238,#N/A,Cards,,
2194,CA-2019-128412,10-12-2019,17-12-2019,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,4,55.764,#N/A,COD,,
253,CA-2019-146941,10-12-2019,13-12-2019,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,22.5624,#N/A,Cards,,
5525,CA-2019-147123,10-12-2019,12-12-2019,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,36.9288,#N/A,Cards,,
2193,CA-2019-128412,10-12-2019,17-12-2019,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,3,22.869,#N/A,COD,,
